gauge_id,station_name,river,REGIMEN_RIO,COD_SAIH,COD_DMA,COD_MASA_AGUA,FOTOGRAFIA,PLANO,SECCION,ORGANISMO_CUENCA_VISOR,COD_SITUACION_ESTACION,SITUACION_ESTACION,ESTADO,ANO_INICIO_MEDIDAS,ANO_FIN_MEDIDAS,COD_SAICA,COORD_UTMX_H30_ETRS89,COORD_UTMY_H30_ETRS89,altitude,CUENCA_RECEP,area,NUM_CUENCA,HOJA_1_50000,SISTEMA_EXPLO,ESCALA_RC,LONG_RC,ANCH_RC,CASETA_RC,PASARELA_RC,PROPIETARIO,SENSOR_1,TIPO_CASETA_RC,TIPO_ESC_RC,TIPO_ESTACION,TRANSM_1,VERTEDERO_RC,TIPO_VERT_RC,TERMINO_MUNICIPAL,PROVINCIA
1100,RÍO BIDASOA EN LEGASA,Bidasoa,,A138,,ES017MSPFES002MAR002380,FR1100.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2011.0,,,610157,4776207,120.0,280,,,Sumbilla (90),BIDASOA,,,,,,,Radar,,,Cauce natural,GPRS-Microrremota,,,Legasa (Bertiz - Arana),Navarra
1103,ALZOLA,Deba,,A800,,ES017MSPFES111R042020,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1969.0,2003.0,,548150,4785363,44.0,456,531.0,,ÉIBAR (63),DEVA,,,,,,ESTADO,,,,,,,,Elgóibar,Guipúzcoa
1105,EREÑOZU,Urumea,,A900,,ES017MSPFES018MAR002491,FR1105.jpg,PR1105.jpg,SR1105.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,,585932,4788406,26.0,215,266.0,,SAN SEBASTIÁN (64),URUMEA,Sí,,,Sí,Sí,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Hernani,Guipúzcoa
1106,ENDARLAZA,Bidasoa,NATURAL,A140,ESBI05N,ES017MSPFES010MAR002420,FR1106.jpg,PR1106.jpg,SR1106.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,Q111,603040,4794358,29.0,681,705.0,,VERA DE BIDASOA (65),BIDASOA,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,VSAT-Remota,,,Irún,Guipúzcoa
1107,OYARZUN,Oyarzun,NATURAL,A801,,ES017MSPFES111R014010,FR1107.jpg,PR1107.jpg,SR1107.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1970.0,2007.0,,591151,4794569,27.0,38,74.0,,SAN SEBASTIÁN (64),URUMEA,Sí,,,,,ESTADO,,,,CAUCE NATURAL,,,,Oyartzun,Guipúzcoa
1109,ECHABE,Urola,,A802,,ES017MSPFES111R034020,FR1109.jpg,PR1109.jpg,SR1109.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1970.0,2007.0,,562139,4790741,19.0,304,343.0,,ÉIBAR (63),UROLA,Sí,,,Sí,,ESTADO,,LADRILLO,,CAUCE NATURAL,,,,Aizarnazábal,Guipúzcoa
1122,ARTICUZA,Añarbe,,,,ES017MSPFES017MAR002450,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1962.0,1963.0,,596130,4785609,268.0,36,63.0,,VERA DE BIDASOA (65),URUMEA,,,,,,,,,,,,,,Goizueta,Navarra
1141,BERRIATÚA,Artibay,NATURAL,A850,,ES017MSPFES111R044010,FR1141.jpg,PR1141.jpg,SR1141.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1970.0,2007.0,,543385,4795456,54.0,93,104.0,,ÉIBAR (63),ARTIBAY-LEA-OKA,Sí,,,,,ESTADO,,,,CAUCE NATURAL,,,,Berriatúa,Vizcaya
1158,ECHÉVARRI,Nervión,,,,ES017MSPFES068MAR002841,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1978.0,1990.0,,508561,4788359,18.0,997,1764.0,,BILBAO (61),NERVION,,,,,,,,,,,,,,Echevarri,Vizcaya
1163,LEMONA,Ibaizábal,ALTERADO,A145,ESIB38N,ES017MSPFES068MAR002842,FR1163.jpg,PR1163.jpg,SR1163.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1970.0,,Q113,519908,4784351,66.0,251,472.0,,DURANGO (62),NERVION,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,PREFABRICADA,EXTERIOR,CAUCE NATURAL,VSAT-Remota,,,Lemona,Vizcaya
1164,LEMONA,Arratia,ALTERADO,A851,,ES017MSPFES067MAR002790,FR1164.jpg,PR1164.jpg,SR1164.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1970.0,,,518568,4783179,59.0,136,137.0,,DURANGO (62),NERVION,Sí,,,,,ESTADO,Limnígrafo-Boya contrapeso,ARMARIO,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Lemona,Vizcaya
1166,RIO NERVION EN LA PEÑA,Nervión,ALTERADO,Q116,,ES017MSPFES068MAR002841,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2014.0,,Q116,506546,4787729,17.0,1004,,,Bilbao (61),NERVIÓN,,,,,,ESTADO,,,,,,,,ARRIGORRIAGA,BIZKAIA
1175,SODUPE,Herrerías,ALTERADO,A852,,ES017MSPFES073MAR002890,FR1175.jpg,PR1175.jpg,SR1175.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1970.0,,,492390,4783811,74.0,255,256.0,,BILBAO (61),NERVION,Sí,,,,,ESTADO,,,EXTERIOR,CAUCE NATURAL,,,,Güeñes,Vizcaya
1178,RIO CADAGUA EN ALONSOTEGI,Cadagua,,Q117,,ES017MSPFES073MAR002920,FR1178.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2013.0,,Q117,500462,4787802,21.0,562,,,Bilbao (61),NERVIÓN,,,,,,,Radar,,,,VSAT-Remota,,,Alonsotegui,Vizcaya
1186,GURIEZO,Agüera,,A700,ESCHC2405,ES018MSPFES076MAR000011,FR1186.jpg,PR1186.jpg,SR1186.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1970.0,,,473297,4800239,23.0,112,146.0,,CASTRO  URDIALES (36),AGUERA,Sí,,,,,ESTADO,piezo R,,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Guriezo,Cantabria
1196,COTERILLO,Asón,,A701,,ES018MSPFES084MAR000060,FR1196.jpg,PR1196.jpg,SR1196.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,,464639,4797560,38.0,452,512.0,,BALMASEDA (60),ASON,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Ampuero,Cantabria
1201,ASÓN EN RAMALES,ASÓN,NATURAL,A141,,ES078MAR000050,FR1201.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,,,,462542,4790214,64.0,,,,,,,,,,,,,,,,,,,,
1202,CARRANZA EN PONDRÁ,CARRANZA,NATURAL,A143,,ES078MAR000050,FR1202.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,,,,465579,4790414,66.0,,,,,,,,,,,,,,,,,,,,
1204,RÍO CAMPIAZO EN BERANGA,Campiazo,,N045,,ES018MSPFES085MAR000080,FR1204.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,,453078,4806904,34.0,40,,,Santander (35),CAMPIAZO,,,,,,,piezo R,,,Cauce Natural,GPRS-Microrremota,,,Beranga,Cantabria
1205,RÍO AGUANAZ EN ENTRAMBASAGUAS,Aguanaz,,N044,,ES018MSPFES086MAR000120,FR1205.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,,444277,4803469,50.0,49,,,Santander (35),PAS-MIERA,,,,,,,piezo R,,,Cauce Natural,GPRS-Microrremota,,,Entrambasaguas,Cantabria
1206,RIO MIERA EN PUENTE AGÜERO,Miera,,Q118,ESCHC2012,ES018MSPFES086MAR000100,FR1206.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,Q118,441809,4806120,11.0,210,,,Santander (35),PAS-MIERA,,,,,,,Radar,,,,VSAT-Remota,,,Entrambasaguas,Cantabria
1207,LA CAVADA,Miera,ALTERADO,A090,,ES018MSPFES086MAR000100,FR1207.jpg,PR1207.jpg,SR1207.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,,442709,4800222,52.0,166,291.0,,SANTANDER (35),PAS-MIERA,Sí,,,,,ESTADO,piezo GE,,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Riotuerto,Cantabria
1208,MIERA EN LIERGANES,MIERA|322,NATURAL,A091,,ES086MAR000100,FR1208.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2018.0,,,440041,4799590,78.0,124,,,19-abr,,Sí,,,,,ESTADO,PIEZO-R,,EXTERIOR,NATURAL,,,,---,CANTABRIA / 6
1215,PUENTE VIESGO,Pas,ALTERADO,A088,,ES018MSPFES092MAR000250,FR1215.jpg,PR1215.jpg,SR1215.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,,421551,4794737,69.0,357,620.0,,LOS CORRALES DE BUELNA (58),PAS-MIERA,Sí,20,28,Sí,,ESTADO,piezo GE,DE FÁBRICA,EXTERIOR,ENCAUZAMIENTO CON CANAL DE AGUAS BAJAS,GPRS-Microrremota,,,Puente Viesgo,Cantabria
1216,RIO PAS EN CARANDIA,Pas,,Q104,ESCHC2018,ES018MSPFES092MAR000230,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,Q104,421371,4798299,37.0,562,,,Los Corrales de Buelna (58),PAS-MIERA,,,,,,,Radar,,,,VSAT-Remota,,,Piélagos,Cantabria
1217,RÍO PISUEÑA EN LA PENILLA,Pisueña,,A705,,ES018MSPFES092MAR000250,FR1217.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2013.0,,,428963,4796453,80.0,161,,,Los Corrales de Buelna (58),PAS-MIERA,,,,,,,piezo R,,,,GPRS-Microrremota,,,Sta. María de Cayón,Cantabria
1219,PAS EN SAN LORENZO,PAS|456,MUY MODIFICADO,A086,,ES090MAR000200,FR1219.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2018.0,,,426365,4782221,178.0,248,,,19-abr,,Sí,,,,,ESTADO,PIEZO-R,,EXTERIOR,MUY MODIFICADO,,,,---,CANTABRIA / 6
1237,TORRELAVEGA,Besaya,ALTERADO,N038,,ES018MSPFES112MAR000380,FR1237.jpg,PR1237.jpg,SR1237.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1995.0,,,413776,4800532,12.0,661,,,TORRELAVEGA (34),SAJA,Sí,,,,Sí,ESTADO,piezo GE,,EXTERIOR,CAUCE NATURAL,Radio (Con Q106),,,Torrelavega,Cantabria
1240,SAJA EN TORRELAVEGA,Saja,ALTERADO,Q106,,ES112MAR000380,FR1240.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,,,Q106,415020,4802011,12.0,968,,,,SAJA,,,,,,ESTADO,,,,,,,,Torrelavega,Cantabria
1242,RÍO SAJA EN EL AZUD DEL PUENTE SAN MIGUEL,Saja,,E055,,ES018MSPFES112MAR000380,FR1242.jpg,N.D.jpg,SR1242.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,,412801,4801214,22.0,485,,,Torrelavega (34),SAJA,,,,,,,piezo GE,,,,GPRS-Microrremota,,,Torrelavega,Cantabria
1244,RIO BESAYA EN ARENAS DE IGUÑA,Besaya,,Q119,,ES018MSPFES111MAR000370,FR1244.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,Q119,413866,4784214,158.0,307,,,Los Corrales de Buelna (58),SAJA,,,,,,,Radar,,,,VSAT-Remota,,,Arenas de Iguña,Cantabria
1252,PUENTE PUMAR,Nansa,NATURAL,A252,,ES018MSPFES114MAR000440,,,,C.H. CANTÁBRICO,4,RÍO,ALTA,2015.0,,,385689,4774352,,,,,,,,,,,,,,,,,,,,Polaciones,Cantabria
1262,RÍO ESCUDO EN ROIZ (LAS CUEVAS),Escudo,,N078,ESCHC2035,ES018MSPFES113MAR000410,FR1262.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2013.0,,,390471,4798222,40.0,55,,,Cabezón de la Sal (57),GANDARILLA,Sí,,,,,,piezo R,,Exterior,,GPRS-Microrremota,,,Valdáliga,Cantabria
1264,BULLÓN EN OJEDO,Bullón,NATURAL,A702,,ES018MSPFES126MAR000550,FR1264.jpg,PR1264.jpg,SR1264.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1994.0,,,368978,4780031,276.0,157,157.0,,POTES (81),DEVA,Sí,,"9,5",Sí,Sí,ESTADO,Limnígrafo-Boya contrapeso,PREFABRICADA,EXTERIOR,ENCAUZAMIENTO CON CANAL DE AGUAS BAJAS,GPRS-Microrremota,Sí,,Cillorigo de Liébana,Cantabria
1265,DEVA EN OJEDO,Deva,NATURAL,A703,,ES018MSPFES126MAR000550,FR1265.jpg,PR1265.jpg,SR1265.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1994.0,,,368924,4780031,276.0,290,1184.0,,POTES (81),DEVA,Sí,,"16,8",Sí,,ESTADO,Limnígrafo-Boya contrapeso,PREFABRICADA,EXTERIOR,ENCAUZAMIENTO CON CANAL DE AGUAS BAJAS,Por Cable con A702,,,Cillorigo de Liébana,Cantabria
1266,URDÓN,Urdón,,A704,,ES018MSPFES126MAR000560,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1946.0,1962.0,,367390,4791688,150.0,40,41.0,,CARREÑA  CABRALES (56),DEVA,,,,,,,,,,,,,,Peñarrubia,Cantabria
1268,PUENTELLES,Deva,NATURAL,A078,,ES018MSPFES132MAR000621,FR1268.jpg,PR1268.jpg,SR1268.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1970.0,,,369677,4797288,61.0,643,1184.0,,CARREÑA  CABRALES (56),DEVA,Sí,,"18,3",,,ESTADO,Limnígrafo-Boya contrapeso,ARMARIO,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Peñamellera Baja,Asturias
1269,RÍO DEVA EN PANES,Deva,,A617,ESCHC2302,ES018MSPFES132MAR000620,FR1269.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2011.0,,Q120,371488,4798270,49.0,1147,,,Carreña - Cabrales (56),DEVA,,,,Sí,,,piezo R,,,,Radio (con Q120),,,Panes,Asturias
1273,CAMARMEÑA,Cares,,A350,,ES018MSPFES131MAR000610,N.D.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1946.0,1962.0,,345632,4786690,244.0,122,497.0,,BELEÑO (55),DEVA,,,,,,,,,,,,,,Posada de Valdeón,León
1274,PONCEBOS,Cares,ALTERADO,A600,,ES018MSPFES131MAR000610,FR1274.jpg,PR1274.jpg,SR1274.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1994.0,,,351422,4791221,244.0,270,496.0,,CARREÑA  CABRALES (56),DEVA,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,ADSL-Satelite,,,Cabrales,Asturias
1276,ALLES,Cares,ALTERADO,A080,,ES018MSPFES132MAR000620,FR1276.jpg,PR1276.jpg,SR1276.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1969.0,,,363375,4797156,69.0,455,496.0,,CARREÑA  CABRALES (56),DEVA,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Peñamellera Alta,Asturias
1281,EREBA EN NUEVA DE LLANES,EREBA,NATURAL,A619,ESCHC2351,ES133MAR000630,FR1281.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,,,,342885,4811045,56.0,,,,,,,,,,,,piezo GE,,,,GPRS-Microrremota,,,LLANES / 33036,"ASTURIAS, PROVINCIA / 33"
1284,EL MOLINÍN,Riensena,NATURAL,A601,,ES018MSPFES133MAR000640,FR1284.jpg,PR1284.jpg,SR1284.jpg,C.H. CANTÁBRICO,4,RÍO,BAJA,1987.0,,,343397,4806652,214.0,28,34.0,,RIBADESELLA (31),LLANES,Sí,,,,,ESTADO,,,EXTERIOR,CAUCE NATURAL,,,,Llanes,Asturias
1285,RALES,Bedón,NATURAL,A074,,ES018MSPFES133MAR000640,FR1285.jpg,PR1285.jpg,SR1285.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1987.0,,,346989,4808066,45.0,99,83.0,,RIBADESELLA (31),LLANES,Sí,"31,29","13,7",Sí,,ESTADO,piezo GE,LADRILLO,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Llanes,Asturias
1292,RIO SELLA EN ARRIONDAS,Sella,,Q101,,ES018MSPFES144MAR000820,FR1292.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,Q101,323225,4806945,40.0,1177,,,Ribadesella (31),SELLA,,,,Sí,,,2 piezo W,Ladrillo,,,VSAT-Remota,,,Parres,Asturias
1293,RIO SELLA EN PERVIS,Sella,,A614,,ES018MSPFES139MAR000710,FR1293.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2010.0,,,326866,4795166,156.0,356,,,Beleño (55),SELLA,,,,Sí,,,piezo EH,,,,GPRS-Microrremota,,,Amieva,Asturias
1294,RÍO GÜEÑA EN CANGAS DE ONIS,Güeña,,N033,,ES018MSPFES142MAR000750,FR1294.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2011.0,,,327671,4802085,68.0,150,,,Ribadesella (31),SELLA,,,,,,,piezo R,,,Cauce Natural,GPRS-Microrremota,,,Cangas de Onís,Asturias
1295,CANGAS DE ONÍS,Sella,ALTERADO,A602,ESCHC2054,ES018MSPFES144MAR000820,FR1295.jpg,PR1295.jpg,SR1295.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1920.0,,,327205,4801960,57.0,486,1246.0,,RIBADESELLA (31),SELLA,Sí,,,,,ESTADO,piezo EH,,EXTERIOR,CAUCE NATURAL,Datalogger iT (Tragsa),,,Cangas de Onís,Asturias
1296,SOBREFOZ,Ponga,NATURAL,A603,,ES018MSPFES135MAR000690,FR1296.jpg,PR1296.jpg,SR1296.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1994.0,,,323032,4781927,667.0,36,350.0,,BELEÑO (55),SELLA,Sí,,16,Sí,,ESTADO,Limnígrafo-Boya contrapeso,LADRILLO,,CAUCE NATURAL,ADSL-Satelite,,,Ponga,Asturias
1297,RÍO SELLA EN RIBOTA,Sella,,A353,,ES018MSPFES134MAR000670,FR1297.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2012.0,,,332930,4778464,520.0,54,,,Burón (80),SELLA,Sí,,,,,,piezo R,,Exterior,,Microrremota-Internet,,,Oseja de sajambre,León
1298,PONGA EN SANTILLÁN,PONGA|754,NATURAL,A611,,ES139MAR000710,FR1298.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,2018.0,,,325533,4793698,140.0,164,,,15-may,,Sí,,,Sí,,ESTADO,RADAR,,EXTERIOR,NATURAL,,,,AMIEVA / 33003,"ASTURIAS, PRINCIPADO / 3"
1299,RÍO SELLA EN SANTIANES,Sella,,,,,FR1299.jpg,N.D.jpg,N.D.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1912.0,,,327193,4797988,109.0,343,4866.0,,RIOSECO (54),NALÓN,Sí,"36,16",,Sí,Sí,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,ENCAUZAMIENTO CON CANAL DE AGUAS BAJAS,GPRS-Microrremota,,,LAVIANA,Asturias
1302,OZANES,Piloña,ALTERADO,A604,,ES018MSPFES144MAR000840,FR1302.jpg,PR1302.jpg,SR1302.jpg,C.H. CANTÁBRICO,4,RÍO,ALTA,1975.0,,,322998,4803886,42.0,486,509.0,,RIBADESELLA (31),SELLA,Sí,,,Sí,,ESTADO,Limnígrafo-Boya contrapeso,DE FÁBRICA,EXTERIOR,CAUCE NATURAL,GPRS-Microrremota,,,Parres,Asturias
