,stationUid,gauge_id,operatorStationId,oldStationNumber,locationType,locationTypeSc,stationOwnerCvr,stationOwnerName,operatorCvr,operatorName,station_name,dguNumber,description,loggerId,measurementPoints,location.x,location.y,location.srid,latitude,longitude,area,river,altitude,country,source
0,bf0a311a-7d17-4dd6-a008-c65866195529,70000590,WATSONC-11521,,Vandløb,1,DK29189420,Aalborg kommune,DK38892231,WatsonC,Nykærvej,,,,"[{'number': 1, 'name': 'Sted 1', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': None, 'location': {'x': 555962, 'y': 6321399, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Skalapælsaflæsning', 'examinationTypeSc': 22, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2024-07-07T16:25:00.00Z', 'latestResult': '2025-11-07T13:30:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '1900-01-01T00:00:00.00Z', 'latestResult': '1900-01-01T00:00:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2024-07-07T16:40:00.00Z', 'latestResult': '2025-12-07T14:55:00.00Z'}]}]",555962.0,6321399.0,25832,57.032657435833045,9.922041385079075,,Nykærvej,,Denmark,VandA/H Miljøportal
1,61124c71-3b69-43fc-87f1-888737df383d,70000999,,,Vandløb,1,DK29189757,Haderslev kommune,DK21265543,WSP Danmark A/S,"Nørre Å, Slevad Bro",,,,"[{'number': 1, 'name': 'Sted 1', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': None, 'location': {'x': 515353, 'y': 6128366, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2023-12-31T23:00:00.00Z', 'latestResult': '2025-12-07T05:30:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '1916-12-31T23:00:00.00Z', 'latestResult': '1916-12-31T23:00:00.00Z'}]}]",515353.0,6128366.0,25832,55.30146843117778,9.241825407538938,,Nørre Å,,Denmark,VandA/H Miljøportal
2,8f6d9b4c-b939-41d0-a4be-07d741bf2560,25003923,,25000642,Vandløb,1,DK25798376,Miljøstyrelsen,,,"Vorgod Å, Ved Egeris",,"Opland = 248,73 km2",4633802,"[{'number': 1, 'name': 'Profil 3', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': 'Fast opspænding (ny placering) ved skalapæl/logger', 'location': {'x': 480821.07098523754, 'y': 6212489.626245614, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandføring', 'parameterSc': 1155, 'examinationType': 'Vandføring Feltmåling', 'examinationTypeSc': 24, 'unit': 'l/s', 'unitSc': 55, 'firstResult': '2023-12-11T12:41:00.00Z', 'latestResult': '2025-10-28T10:01:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2015-12-31T23:01:00.00Z', 'latestResult': '2025-05-22T11:50:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Skalapælsaflæsning', 'examinationTypeSc': 22, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2023-11-29T12:37:00.00Z', 'latestResult': '2025-11-10T08:55:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2023-11-03T06:30:00.00Z', 'latestResult': '2025-12-07T14:20:00.00Z'}, {'parameter': 'Datalogger spænding', 'parameterSc': 2593, 'examinationType': 'Batterispænding', 'examinationTypeSc': 42, 'unit': 'Volt\xa0', 'unitSc': 305, 'firstResult': '2025-05-13T06:30:00.00Z', 'latestResult': '2025-12-07T14:20:00.00Z'}]}]",480821.07098523754,6212489.626245614,25832,56.0572093750907,8.69203110742823,248.73,Vorgod Å,,Denmark,VandA/H Miljøportal
3,f8ef8cbc-d59d-4bcc-92a1-d61d2c86b840,70000414,,168.1590,Grundvandsboring,23,DK25798376,Miljøstyrelsen,,,GRUMO Felsted,168.1590,,EL1K-008766,"[{'number': 1, 'name': '2', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': None, 'location': {'x': 530516.8, 'y': 6091154.7, 'srid': '25832'}, 'intakeNumber': 2, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandspejling', 'examinationTypeSc': 30, 'unit': 'm', 'unitSc': 63, 'firstResult': '2024-06-06T06:50:00.00Z', 'latestResult': '2025-08-11T08:01:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2016-10-14T07:24:00.00Z', 'latestResult': '2016-10-14T07:24:00.00Z'}, {'parameter': 'Datalogger spænding', 'parameterSc': 2593, 'examinationType': 'Batterispænding', 'examinationTypeSc': 42, 'unit': 'Volt\xa0', 'unitSc': 305, 'firstResult': '2025-05-13T08:00:00.00Z', 'latestResult': '2025-08-11T08:00:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandstand', 'examinationTypeSc': 31, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-04-01T00:00:00.00Z', 'latestResult': '2025-08-11T06:00:00.00Z'}]}, {'number': 2, 'name': '1', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': '', 'location': {'x': 530516.8, 'y': 6091154.7, 'srid': '25832'}, 'intakeNumber': 1, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': []}]",530516.8,6091154.7,25832,54.966384740042145,9.47666301430835,,GRUMO Felsted,,Denmark,VandA/H Miljøportal
4,d8505e92-6aa6-41ae-b81e-fc56759f3365,70002398,,80.1032,Grundvandsboring,23,DK25798376,Miljøstyrelsen,,,GRUMO Ebeltoftvej 127,80.1032,,,"[{'number': 1, 'name': '1', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': None, 'location': {'x': 587034.7, 'y': 6242870.9, 'srid': '25832'}, 'intakeNumber': 1, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandspejling', 'examinationTypeSc': 30, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-11-28T07:50:00.00Z', 'latestResult': '2025-11-28T07:50:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-11-13T19:00:00.00Z', 'latestResult': '2025-11-13T19:00:00.00Z'}]}, {'number': 2, 'name': '2', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': None, 'location': {'x': 587034.7, 'y': 6242870.9, 'srid': '25832'}, 'intakeNumber': 2, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandspejling', 'examinationTypeSc': 30, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-11-28T07:50:00.00Z', 'latestResult': '2025-11-28T07:50:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-11-13T19:00:00.00Z', 'latestResult': '2025-11-13T19:00:00.00Z'}]}]",587034.7,6242870.9,25832,56.322566753782795,10.407304612011984,,GRUMO Ebeltoftvej 127,,Denmark,VandA/H Miljøportal
5,6776d5ce-8282-4a38-9127-c3e72d7433c8,70000298,WATSONC-6274,,Vandløb,1,DK29189595,Kalundborg kommune,DK38892231,WatsonC,Bregninge Å,,Kalundborg Kommune ,,"[{'number': 1, 'name': 'Sted 1', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': None, 'location': {'x': 638863, 'y': 6178461, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Skalapælsaflæsning', 'examinationTypeSc': 22, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2023-11-28T10:17:00.00Z', 'latestResult': '2025-06-30T15:18:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '1900-01-01T00:00:00.00Z', 'latestResult': '1900-01-01T00:00:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2023-11-28T10:20:00.00Z', 'latestResult': '2025-12-07T13:25:00.00Z'}]}]",638863.0,6178461.0,25832,55.73194008930982,11.211436888795065,,Bregninge Å,,Denmark,VandA/H Miljøportal
6,d89bd52d-8a06-4b7a-a1f7-1a6185c45bf0,06000481,,,Vandløb,1,DK25798376,Miljøstyrelsen,,,"Ryå, Fristrupvej",,,2956,"[{'number': 1, 'name': 'Sted 1', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': None, 'location': {'x': 542807.2063906102, 'y': 6333337.357915556, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandføring', 'parameterSc': 1155, 'examinationType': 'Vandføring Feltmåling', 'examinationTypeSc': 24, 'unit': 'l/s', 'unitSc': 55, 'firstResult': '2025-03-19T08:54:00.00Z', 'latestResult': '2025-11-17T12:51:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Skalapælsaflæsning', 'examinationTypeSc': 22, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2025-03-13T12:50:00.00Z', 'latestResult': '2025-12-02T09:30:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-03-13T12:00:00.00Z', 'latestResult': '2025-03-13T12:00:00.00Z'}, {'parameter': 'Vandføring', 'parameterSc': 1155, 'examinationType': 'Vandføring', 'examinationTypeSc': 27, 'unit': 'l/s', 'unitSc': 55, 'firstResult': '2025-03-13T13:00:00.00Z', 'latestResult': '2025-12-07T15:00:00.00Z'}, {'parameter': 'Datalogger spænding', 'parameterSc': 2593, 'examinationType': 'Batterispænding', 'examinationTypeSc': 42, 'unit': 'Volt\xa0', 'unitSc': 305, 'firstResult': '2025-05-13T08:15:00.00Z', 'latestResult': '2025-12-07T15:00:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2025-03-13T13:15:00.00Z', 'latestResult': '2025-12-07T15:00:00.00Z'}]}]",542807.2063906102,6333337.357915556,25832,57.14130386294512,9.707360473882614,,Ryå,,Denmark,VandA/H Miljøportal
7,d7267af0-ffad-4af6-8531-d3542659d33f,70000416,,"122.1345,2",Grundvandsboring,23,DK25798376,Miljøstyrelsen,,,GRUMO Glejbjerg,122.1345,,EL1K-008734,"[{'number': 1, 'name': '2', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': None, 'location': {'x': 491126, 'y': 6154043, 'srid': '25832'}, 'intakeNumber': 2, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandspejling', 'examinationTypeSc': 30, 'unit': 'm', 'unitSc': 63, 'firstResult': '2024-05-24T09:15:00.00Z', 'latestResult': '2025-07-14T09:11:00.00Z'}, {'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2024-06-10T09:06:00.00Z', 'latestResult': '2024-06-10T09:06:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandstand', 'examinationTypeSc': 31, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-04-01T00:00:00.00Z', 'latestResult': '2025-12-07T12:00:00.00Z'}, {'parameter': 'Datalogger spænding', 'parameterSc': 2593, 'examinationType': 'Batterispænding', 'examinationTypeSc': 42, 'unit': 'Volt\xa0', 'unitSc': 305, 'firstResult': '2025-05-13T08:00:00.00Z', 'latestResult': '2025-12-07T14:00:00.00Z'}]}, {'number': 2, 'name': '1', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': '', 'location': {'x': 491126, 'y': 6154043, 'srid': '25832'}, 'intakeNumber': 1, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': []}]",491126.0,6154043.0,25832,55.5323556088752,8.859407929683746,,GRUMO Glejbjerg,,Denmark,VandA/H Miljøportal
8,41ae3a6e-ed59-4ae3-9656-3e16860b13eb,70000426,,88.1346,Grundvandsboring,23,DK25798376,Miljøstyrelsen,,,GRUMO_Jeksen,88.1346,,EL1K-008733,"[{'number': 1, 'name': '4', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': None, 'location': {'x': 561148, 'y': 6216411, 'srid': '25832'}, 'intakeNumber': 4, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '2011-11-17T15:42:00.00Z', 'latestResult': '2011-11-17T15:42:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandspejling', 'examinationTypeSc': 30, 'unit': 'm', 'unitSc': 63, 'firstResult': '2024-05-17T13:33:00.00Z', 'latestResult': '2025-07-11T05:40:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Grundvandstand', 'examinationTypeSc': 31, 'unit': 'm', 'unitSc': 63, 'firstResult': '2025-04-01T00:00:00.00Z', 'latestResult': '2025-12-06T18:00:00.00Z'}, {'parameter': 'Datalogger spænding', 'parameterSc': 2593, 'examinationType': 'Batterispænding', 'examinationTypeSc': 42, 'unit': 'Volt\xa0', 'unitSc': 305, 'firstResult': '2025-05-12T18:00:00.00Z', 'latestResult': '2025-12-06T18:00:00.00Z'}]}, {'number': 3, 'name': '3', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': '', 'location': {'x': 561148, 'y': 6216411, 'srid': '25832'}, 'intakeNumber': 3, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': []}, {'number': 2, 'name': '2', 'measurementPointType': 'Vandindtag', 'measurementPointTypeSc': 11, 'description': '', 'location': {'x': 561148, 'y': 6216411, 'srid': '25832'}, 'intakeNumber': 2, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': []}]",561148.0,6216411.0,25832,56.08891614734998,9.982717155272763,,GRUMO_Jeksen,,Denmark,VandA/H Miljøportal
9,c1c00cb4-7d3f-4edb-8744-e604e2f00bfc,70000597,WATSONC-13601,,Vandløb,1,DK29189951,Struer kommune,DK38892231,WatsonC,"Hestbæk, Rødebrovej",,Struer Kommune ,,"[{'number': 1, 'name': 'Sted 1', 'measurementPointType': 'Vandløb', 'measurementPointTypeSc': 1, 'description': None, 'location': {'x': 466082.15, 'y': 6254434.76, 'srid': '25832'}, 'intakeNumber': None, 'intakeDepthM': None, 'elevationCorrectedIntakeDepthM': None, 'examinations': [{'parameter': 'Vandstand DVR90', 'parameterSc': 439, 'examinationType': 'Kotemåling', 'examinationTypeSc': 21, 'unit': 'm', 'unitSc': 63, 'firstResult': '1900-01-01T00:00:00.00Z', 'latestResult': '1900-01-01T00:00:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Skalapælsaflæsning', 'examinationTypeSc': 22, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2024-09-18T09:25:00.00Z', 'latestResult': '2025-07-23T08:30:00.00Z'}, {'parameter': 'Vandstand', 'parameterSc': 1233, 'examinationType': 'Vandstand', 'examinationTypeSc': 25, 'unit': 'cm', 'unitSc': 19, 'firstResult': '2024-09-18T09:30:00.00Z', 'latestResult': '2025-12-07T14:10:00.00Z'}]}]",466082.15,6254434.76,25832,56.43323444892363,8.449992391418162,,Hestbæk,,Denmark,VandA/H Miljøportal
