gauge_id,station_name,river,latitude,longitude,altitude,area,country,source
malden.maaswaalkanaal.inlaatteersesluispolder,Malden Maaswaalkanaal Inlaat Teersesluispolder,Malden Maaswaalkanaal Inlaat Teersesluispolder,51.78926,5.83495,,,Netherlands,Rijkswaterstaat WaterWebservices
malzwin,Malzwin,Malzwin,52.993133,4.900946,,,Netherlands,Rijkswaterstaat WaterWebservices
malzwin.boei1,"Malzwin, boei 1","Malzwin, boei 1",52.994689,4.955291,,,Netherlands,Rijkswaterstaat WaterWebservices
malzwin.marinehaven,"Malzwin, marinehaven","Malzwin, marinehaven",52.968368,4.79033,,,Netherlands,Rijkswaterstaat WaterWebservices
maren,Maren,"raai 210, recreatieplas",51.792491,5.342268,,,Netherlands,Rijkswaterstaat WaterWebservices
marienberg.beneden,"Marienberg, beneden","Marienberg, beneden",52.519819,6.566996,,,Netherlands,Rijkswaterstaat WaterWebservices
marienberg.boven,"Marienberg, boven","Marienberg, boven",52.520265,6.567376,,,Netherlands,Rijkswaterstaat WaterWebservices
markelo,Markelo,voorheen Markelose brug,52.198063,6.511601,,,Netherlands,Rijkswaterstaat WaterWebservices
marken.strand,"Marken, strand","Marken, strand",52.457275,5.098652,,,Netherlands,Rijkswaterstaat WaterWebservices
marken.vuurtoren,"Marken, vuurtoren","Marken, vuurtoren",52.459596,5.139289,,,Netherlands,Rijkswaterstaat WaterWebservices
markengouwzee,Marken Gouwzee,Marken Gouwzee,52.46037,5.085581,,,Netherlands,Rijkswaterstaat WaterWebservices
markermeer.midden,"Markermeer, midden","Markermeer, midden",52.5317,5.23124,,,Netherlands,Rijkswaterstaat WaterWebservices
markermeer.midden.meetpaal42,"Markermeer, midden, meetpaal 42","Markermeer, midden, meetpaal 42",52.532172,5.23158,,,Netherlands,Rijkswaterstaat WaterWebservices
markermeer.noordoost,"Markermeer, noordoost","Markermeer, noordoost",52.563653,5.35476,,,Netherlands,Rijkswaterstaat WaterWebservices
markermeer.trintelzand,Markermeer Trintelzand,Markermeer Trintelzand,52.62412,5.37297,,,Netherlands,Rijkswaterstaat WaterWebservices
markerwaarddijk.ijsselmeer.zuidwest.meetpaal37,"Markerwaarddijk, IJsselmeer, zuidwest, meetpaal 37","Markerwaarddijk, IJsselmeer, zuidwest, meetpaal 37",52.667458,5.387205,,,Netherlands,Rijkswaterstaat WaterWebservices
markerwadden.meetpaal,"Marker Wadden, meetpaal","Marker Wadden, meetpaal",52.600306,5.391222,,,Netherlands,Rijkswaterstaat WaterWebservices
markerwadden.oost.meetpaal44,"Markerwadden, oost, meetpaal 44","Markerwadden, oost, meetpaal 44",52.577701,5.41817,,,Netherlands,Rijkswaterstaat WaterWebservices
marollegat,Marollegat,Marollegat,51.479747,4.191958,,,Netherlands,Rijkswaterstaat WaterWebservices
marsdiep.noord,"Marsdiep, noord","Marsdiep, noord",52.982538,4.749934,,,Netherlands,Rijkswaterstaat WaterWebservices
maurik.mauriksewetering,Maurik Mauriksewetering,Maurik Mauriksewetering,51.94173,5.38961,,,Netherlands,Rijkswaterstaat WaterWebservices
medemblik.vooroever.hetnesbos,"Medemblik, Vooroever, Het Nesbos","Medemblik, Vooroever, Het Nesbos",52.755223,5.124689,,,Netherlands,Rijkswaterstaat WaterWebservices
medemblik.vooroever.vlietsingelpoel,"Medemblik, Vooroever, Vlietsingel Poel","Medemblik, Vooroever, Vlietsingel Poel",52.764619,5.119063,,,Netherlands,Rijkswaterstaat WaterWebservices
megen,Megen,Megen,51.828495,5.566793,,,Netherlands,Rijkswaterstaat WaterWebservices
megen.maas,"Megen, Maas",dorp,51.827827,5.563091,,,Netherlands,Rijkswaterstaat WaterWebservices
meijel.kanaal.beneden,Meijel Stuw Katsberg beneden,Meijel Stuw Katsberg beneden,51.326559,5.902689,,,Netherlands,Rijkswaterstaat WaterWebservices
meijel.kanaal.boven,Meijel Stuw Katsberg boven,Meijel Stuw Katsberg boven,51.3262,5.9024,,,Netherlands,Rijkswaterstaat WaterWebservices
meppel.hoofdvaart,"Meppel, hoofdvaart",Galgenkampsbrug,52.702059,6.185111,,,Netherlands,Rijkswaterstaat WaterWebservices
middelaar.dekop.maas.km159p25.pq2,"Middelaar, De Kop, Maas, km 159.25, PQ 02","Middelaar, De Kop, Maas, km 159.25, PQ 02",51.718179,5.919352,,,Netherlands,Rijkswaterstaat WaterWebservices
middelharnis,Middelharnis,Middelharnis,51.773561,4.192414,,,Netherlands,Rijkswaterstaat WaterWebservices
middelharnis.badstrand,"Middelharnis, badstrand","Middelharnis, badstrand",51.771983,4.193731,,,Netherlands,Rijkswaterstaat WaterWebservices
middelharnis.meetboei,"Middelharnis, meetboei","Middelharnis, meetboei",51.776524,4.192119,,,Netherlands,Rijkswaterstaat WaterWebservices
middelwaard,Middelwaard,Middelwaard,51.994143,5.075122,,,Netherlands,Rijkswaterstaat WaterWebservices
midderburg.draaibrug,"Midderburg, draaibrug","Midderburg, draaibrug",51.495488,3.616576,,,Netherlands,Rijkswaterstaat WaterWebservices
mierlo.goorloop.gemaal,"Mierlo, Goorloop, gemaal","Mierlo, Goorloop, gemaal",51.456467,5.656469,,,Netherlands,Rijkswaterstaat WaterWebservices
mierlo.goorloop.inlaat1,Mierlo Goorloop inlaat1,Mierlo Goorloop inlaat1,51.45647,5.65654,,,Netherlands,Rijkswaterstaat WaterWebservices
millingenaanderijn,Millingen a/d Rijn,Millingen a/d Rijn,51.872957,6.034838,,,Netherlands,Rijkswaterstaat WaterWebservices
mirnserklif.mirns,"Mirnser Klif, Mirns","Mirnser Klif, Mirns",52.850437,5.480474,,,Netherlands,Rijkswaterstaat WaterWebservices
mississippihaven,Mississippihaven,Mississippihaven,51.934244,4.045135,,,Netherlands,Rijkswaterstaat WaterWebservices
moerdijk,Moerdijk,Moerdijk,51.712,4.615,,,Netherlands,Rijkswaterstaat WaterWebservices
moerdijk.brug,"Moerdijk, brug",station troebelheidmeting,51.716367,4.636542,,,Netherlands,Rijkswaterstaat WaterWebservices
moerdijk.bruggen,"Moerdijk, bruggen","Moerdijk, bruggen",51.716769,4.639495,,,Netherlands,Rijkswaterstaat WaterWebservices
molengat,Molengat,Molengat,53.427194,5.726886,,,Netherlands,Rijkswaterstaat WaterWebservices
molenplaat.midden,"Molenplaat, midden","Molenplaat, midden",51.497866,4.219969,,,Netherlands,Rijkswaterstaat WaterWebservices
molkwerum.molkwerum,"Molkwerum, Molkwerum","Molkwerum, Molkwerum",52.905866,5.396689,,,Netherlands,Rijkswaterstaat WaterWebservices
mondderdonge,Mond der Donge,Mond der Donge,51.709911,4.847381,,,Netherlands,Rijkswaterstaat WaterWebservices
mondderdonge.brug,"Mond der Donge, brug","Mond der Donge, brug",51.711313,4.859084,,,Netherlands,Rijkswaterstaat WaterWebservices
mondvandedollard,Mond van de Dollard,Mond van de Dollard,53.311917,7.081537,,,Netherlands,Rijkswaterstaat WaterWebservices
mondvandedollard.noord,"Mond van de Dollard, noord","Mond van de Dollard, noord",53.316846,7.082481,,,Netherlands,Rijkswaterstaat WaterWebservices
mook,Mook,Mook,51.758,5.8645,,,Netherlands,Rijkswaterstaat WaterWebservices
mook.haven,"Mook, haven","Mook, haven",51.750295,5.880296,,,Netherlands,Rijkswaterstaat WaterWebservices
muiden,Muiden,Muiden,52.330006,5.068863,,,Netherlands,Rijkswaterstaat WaterWebservices
muiden.haven,"Muiden, haven","Muiden, haven",52.332168,5.070461,,,Netherlands,Rijkswaterstaat WaterWebservices
muiderberg,Muiderberg,Muiderberg,52.329204,5.12281,,,Netherlands,Rijkswaterstaat WaterWebservices
muizenhol,Muizenhol,Muizenhol,51.49859,5.677731,,,Netherlands,Rijkswaterstaat WaterWebservices
munnikplaat,Munnikplaat,Munnikplaat,52.908925,5.228753,,,Netherlands,Rijkswaterstaat WaterWebservices
naarden,Naarden,Naarden,52.310959,5.161865,,,Netherlands,Rijkswaterstaat WaterWebservices
naarderbos,Naarderbos,Naarderbos,52.317819,5.144671,,,Netherlands,Rijkswaterstaat WaterWebservices
natewisch,Natewisch,recreatieplas,51.973164,5.387203,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km879p000linkeroever,"Nederrijn, km. 879.000 Linker oever","Nederrijn, km. 879.000 Linker oever",51.952653,5.94474,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km879p000rechteroever,"Nederrijn, km. 879.000 Rechter oever","Nederrijn, km. 879.000 Rechter oever",51.953903,5.946518,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km879p500linkeroever,"Nederrijn, km. 879.500 Linker oever","Nederrijn, km. 879.500 Linker oever",51.955092,5.940171,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km879p500rechteroever,"Nederrijn, km. 879.500 Rechter oever","Nederrijn, km. 879.500 Rechter oever",51.956141,5.942073,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km880p000linkeroever,"Nederrijn, km. 880.000 Linker oever","Nederrijn, km. 880.000 Linker oever",51.95901,5.93515,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km880p000rechteroever,"Nederrijn, km. 880.000 Rechter oever","Nederrijn, km. 880.000 Rechter oever",51.960094,5.937439,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km880p100rechteroever,"Nederrijn, km. 880.100 Rechter oever","Nederrijn, km. 880.100 Rechter oever",51.959211,5.937629,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km882p700linkeroever,"Nederrijn, km. 882.700 Linker oever","Nederrijn, km. 882.700 Linker oever",51.973219,5.912632,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km887p000linkeroever,"Nederrijn, km. 887.000 Linker oever","Nederrijn, km. 887.000 Linker oever",51.969934,5.864993,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km896p100linkeroever,"Nederrijn, km. 896.100 Linker oever","Nederrijn, km. 896.100 Linker oever",51.969556,5.743784,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km900p300linkeroever,"Nederrijn, km. 900.300 Linker oever","Nederrijn, km. 900.300 Linker oever",51.959139,5.687422,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km904p200rechteroever,"Nederrijn, km. 904.200 Rechter oever","Nederrijn, km. 904.200 Rechter oever",51.948496,5.636846,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km913p400rechteroever,"Nederrijn, km. 913.400 Rechter oever","Nederrijn, km. 913.400 Rechter oever",51.971544,5.525016,,,Netherlands,Rijkswaterstaat WaterWebservices
nederrijn.km918p200rechteroever,"Nederrijn, km. 918.200 Rechter oever","Nederrijn, km. 918.200 Rechter oever",51.984116,5.460065,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert,Nederweert,Nederweert,51.272393,5.74975,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.bovenstroomsluis,"Nederweert, bovenstroomsluis","Nederweert, bovenstroomsluis",51.327502,5.747318,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.boven,"Nederweert, sluis 15, boven","Nederweert, sluis 15, boven",51.2728,5.7497,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.bypass,"Nederweert, Sluis 15, bypass","Nederweert, Sluis 15, bypass",51.272606,5.751183,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.inlaat,"Nederweert, Sluis 15, inlaat",Spuien,51.272625,5.751183,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.uitlaat,"Nederweert, Sluis 15, uitlaat",NettobalansUIT,51.272614,5.751183,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.voedingskanaal,"Nederweert, sluis 15, voedingskanaal","Nederweert, sluis 15, voedingskanaal",51.27268,5.7516,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.voedingskanaal1,"Nederweert, Sluis 15, voedingskanaal 1","Nederweert, Sluis 15, voedingskanaal 1",51.272611,5.751183,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweert.sluis15.voedingskanaal2,"Nederweert, Sluis 15, voedingskanaal 2","Nederweert, Sluis 15, voedingskanaal 2",51.272608,5.751183,,,Netherlands,Rijkswaterstaat WaterWebservices
nederweerteind.noordervaart,Nederweert-Eind,Nederweert-Eind,51.28051,5.77045,,,Netherlands,Rijkswaterstaat WaterWebservices
neeltjejans.badstrand,"Neeltje Jans, badstrand","Neeltje Jans, badstrand",51.642656,3.707639,,,Netherlands,Rijkswaterstaat WaterWebservices
neeltjejans.buitenhaven,"Neeltje Jans, Buitenhaven","Neeltje Jans, Buitenhaven",51.639708,3.702692,,,Netherlands,Rijkswaterstaat WaterWebservices
neer,Neer,Neer,51.2604,6.0055,,,Netherlands,Rijkswaterstaat WaterWebservices
negenoord.oost,"Negenoord, oost","Negenoord, oost",51.030139,5.759722,,,Netherlands,Rijkswaterstaat WaterWebservices
negenoord.west,"Negenoord, west","Negenoord, west",51.029639,5.759194,,,Netherlands,Rijkswaterstaat WaterWebservices
neunen.beeksewaterloop,"Neunen, Beekse Waterloop","Neunen, Beekse Waterloop",51.513769,5.551481,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwegein.doorslag,"Nieuwegein, Doorslag","Nieuwegein, Doorslag",52.0323,5.089851,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwegein.lekkanaal,"Nieuwegein, lekkanaal","Nieuwegein, lekkanaal",52.022729,5.113007,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.990,"Nieuwe Maas, 990","Nieuwe Maas, 990",51.891361,4.608411,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.991,"Nieuwe Maas, 991","Nieuwe Maas, 991",51.894192,4.594793,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.992,"Nieuwe Maas, 992","Nieuwe Maas, 992",51.900321,4.584136,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.993,"Nieuwe Maas, 993","Nieuwe Maas, 993",51.903592,4.570854,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.994,"Nieuwe Maas, 994","Nieuwe Maas, 994",51.905101,4.556614,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwemaas.995,"Nieuwe Maas, 995","Nieuwe Maas, 995",51.903912,4.544909,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwendam,Nieuwendam,Nieuwendam,52.37484,4.951428,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwersluis,Nieuwersluis,Nieuwersluis,52.202172,4.999561,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwestatenzijl.buiten,"Nieuwe Statenzijl, buiten","Nieuwe Statenzijl, buiten",53.254251,7.175424,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwestatenzijl.dollard,"Nieuwe Statenzijl, Dollard","Nieuwe Statenzijl, Dollard",53.231562,7.207423,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwewaterweg.meetboeinw2,"Nieuwe Waterweg, meetboei NW2",km 1014.700,51.89844,4.296041,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwhaamstede.badstrand,"Nieuw Haamstede, badstrand","Nieuw Haamstede, badstrand",51.705864,3.677076,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwhaamstede.vuurtorenpad.badstrand,"Nieuw Haamstede, Vuurtorenpad, badstrand","Nieuw Haamstede, Vuurtorenpad, badstrand",51.714319,3.683558,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwhulckesteyn,Nieuw-Hulckesteyn,badstrand,52.255704,5.463053,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwpoort.lek,Nieuwpoort Lek,Nieuwpoort Lek,51.939076,4.8638976,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwvlietbad.oost.badstrand,"Nieuwvliet-Bad, oost, badstrand","Nieuwvliet-Bad, oost, badstrand",51.393569,3.454546,,,Netherlands,Rijkswaterstaat WaterWebservices
nieuwvossemeer,Nieuw-Vossemeer,Nieuw-Vossemeer,51.584608,4.201577,,,Netherlands,Rijkswaterstaat WaterWebservices
nijkerk.2,"Nijkerk, 02","Nijkerk, 02",52.255659,5.44788,,,Netherlands,Rijkswaterstaat WaterWebservices
nijkerk.nijkerkernauw,"Nijkerk, Nijkerkernauw","Nijkerk, Nijkerkernauw",52.261739,5.470182,,,Netherlands,Rijkswaterstaat WaterWebservices
nijkerk.nijkerkersluis,"Nijkerk, Nijkerkersluis","Nijkerk, Nijkerkersluis",52.262993,5.476557,,,Netherlands,Rijkswaterstaat WaterWebservices
nijkerk.nuldernauw,"Nijkerk, Nuldernauw","Nijkerk, Nuldernauw",52.262814,5.475311,,,Netherlands,Rijkswaterstaat WaterWebservices
nijmegen,Nijmegen,Nijmegen,51.850241,5.85991,,,Netherlands,Rijkswaterstaat WaterWebservices
nijmegen.maaswaalkanaal.inlaatlandsweijer,Nijmegen Maaswaalkanaal Inlaat Landsweijer,Nijmegen Maaswaalkanaal Inlaat Landsweijer,51.82919,5.80625,,,Netherlands,Rijkswaterstaat WaterWebservices
nijmegen.maaswaalkanaal.inlaatweurt,Nijmegen Maaswaalkanaal Inlaat Weurt,Nijmegen Maaswaalkanaal Inlaat Weurt,51.84111,5.81146,,,Netherlands,Rijkswaterstaat WaterWebservices
nijmegen.waal,"Nijmegen, Waal",voorheen Nijmegen haven,51.853,5.854,,,Netherlands,Rijkswaterstaat WaterWebservices
nonnetjesweg,Nonnetjesweg,Hoge Vaart,52.416478,5.623854,,,Netherlands,Rijkswaterstaat WaterWebservices
noord.981,"Noord, 981","Noord, 981",51.859825,4.650897,,,Netherlands,Rijkswaterstaat WaterWebservices
noord.982,"Noord, 982","Noord, 982",51.866749,4.641462,,,Netherlands,Rijkswaterstaat WaterWebservices
noord.983,"Noord, 983","Noord, 983",51.873297,4.632278,,,Netherlands,Rijkswaterstaat WaterWebservices
noord.984,"Noord, 984","Noord, 984",51.881185,4.626074,,,Netherlands,Rijkswaterstaat WaterWebservices
noorderbalgen,Noorderbalgen,Noorderbalgen,53.358039,5.380449,,,Netherlands,Rijkswaterstaat WaterWebservices
noorderdam,Noorderdam,Noorderdam,51.980839,4.089509,,,Netherlands,Rijkswaterstaat WaterWebservices
noordergat.vandeplomp.badstrand,"Noordergat, van de Plomp, badstrand","Noordergat, van de Plomp, badstrand",51.719079,4.7917,,,Netherlands,Rijkswaterstaat WaterWebservices
noorderplas.doorlaatbrug.beneden,"Noorderplas, doorlaat brug, beneden","Noorderplas, doorlaat brug, beneden",51.201672,5.964438,,,Netherlands,Rijkswaterstaat WaterWebservices
noordmeep.oost,"Noord Meep, oost","Noord Meep, oost",53.336464,5.333917,,,Netherlands,Rijkswaterstaat WaterWebservices
noordpolderzijl,Noordpolderzijl,Noordpolderzijl,53.432884,6.582293,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwaard,Noordwaard,Noordwaard,51.794683,4.849518,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.10kmuitdekust.flachsee,"Noordwijk, 10 km uit de kust Flachsee",Flachseemeting,52.290014,4.305106,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.1kmuitdekust,"Noordwijk, 1 km uit de kust","Noordwijk, 1 km uit de kust",52.255608,4.418981,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.20kmuitdekust,"Noordwijk, 20 km uit de kust","Noordwijk, 20 km uit de kust",52.340886,4.173695,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.2kmuitdekust.flachsee,"Noordwijk, 2 km uit de kust Flachsee",Flachseemeting,52.253814,4.412317,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.30kmuitdekust,"Noordwijk, 30 km uit de kust","Noordwijk, 30 km uit de kust",52.386719,4.046746,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.4kmuitdekust.flachsee,"Noordwijk, 4 km uit de kust Flachsee",Flachseemeting,52.268569,4.368681,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.50kmuitdekust,"Noordwijk, 50 km uit de kust","Noordwijk, 50 km uit de kust",52.480053,3.785347,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.5kmuitdekust,"Noordwijk, 5 km uit de kust","Noordwijk, 5 km uit de kust",52.27423,4.352034,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.70kmuitdekust,"Noordwijk, 70 km uit de kust","Noordwijk, 70 km uit de kust",52.585331,3.53006,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.aanzee,"Noordwijk, aan Zee","Noordwijk, aan Zee",52.27761,4.454418,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijk.meetpost,"Noordwijk, meetpost","Noordwijk, meetpost",52.273107,4.294811,,,Netherlands,Rijkswaterstaat WaterWebservices
noordwijkaanzee.boulevard,"Noordwijk aan Zee, Boulevard","Noordwijk aan Zee, Boulevard",52.243415,4.424869,,,Netherlands,Rijkswaterstaat WaterWebservices
nulderhoek,Nulderhoek,Nulderhoek,52.267329,5.502319,,,Netherlands,Rijkswaterstaat WaterWebservices
numansdorp,Numansdorp,Numansdorp,51.716285,4.436327,,,Netherlands,Rijkswaterstaat WaterWebservices
nunnenplaatje.zuidwest,"Nunnenplaatje, zuidwest","Nunnenplaatje, zuidwest",51.643984,3.86726,,,Netherlands,Rijkswaterstaat WaterWebservices
obbicht,Obbicht,Obbicht,51.023587,5.775726,,,Netherlands,Rijkswaterstaat WaterWebservices
ochten,Ochten,Ochten,51.903374,5.563024,,,Netherlands,Rijkswaterstaat WaterWebservices
oensel.hurwenensekil,"Oensel, Hurwenensekil","kilometer 932, recreatieplas",51.811784,5.290045,,,Netherlands,Rijkswaterstaat WaterWebservices
oesterdam,Oesterdam,Oesterdam,51.473934,4.227061,,,Netherlands,Rijkswaterstaat WaterWebservices
oesterdam.speelmansplaten.badstrand,"Oesterdam, Speelmansplaten, badstrand","Oesterdam, Speelmansplaten, badstrand",51.501648,4.18516,,,Netherlands,Rijkswaterstaat WaterWebservices
oesterdam.westzijde.badstrand,"Oesterdam, westzijde, badstrand","Oesterdam, westzijde, badstrand",51.478623,4.219455,,,Netherlands,Rijkswaterstaat WaterWebservices
oheenlaak.oudemaas.brug.beneden,"Ohe en Laak, Oude Maas, brug, beneden","Ohe en Laak, Oude Maas, brug, beneden",51.111202,5.850496,,,Netherlands,Rijkswaterstaat WaterWebservices
oheenlaak.oudemaas.brug.boven,"Ohe en Laak, Oude Maas, brug, boven","Ohe en Laak, Oude Maas, brug, boven",51.11028,5.849945,,,Netherlands,Rijkswaterstaat WaterWebservices
oijen,Oijen,Oijen,51.823626,5.509044,,,Netherlands,Rijkswaterstaat WaterWebservices
olburgen.zwarteschaar,"Olburgen, Zwarte Schaar","Olburgen, Zwarte Schaar",52.03555,6.136088,,,Netherlands,Rijkswaterstaat WaterWebservices
oldebroekerweg,Oldebroekerweg,Oldebroekertocht,52.461181,5.721204,,,Netherlands,Rijkswaterstaat WaterWebservices
oliegeul,Oliegeul,Oliegeul,51.65101,3.738763,,,Netherlands,Rijkswaterstaat WaterWebservices
olst,Olst,Olst,52.34201,6.10448,,,Netherlands,Rijkswaterstaat WaterWebservices
olsterweg,Olsterweg,Oostwoldertocht,52.486208,5.767031,,,Netherlands,Rijkswaterstaat WaterWebservices
omdraai,Omdraai,Omdraai,53.103713,5.189491,,,Netherlands,Rijkswaterstaat WaterWebservices
ommen.ommerkanaal,"Ommen, Ommerkanaal",km 0.8,52.523367,6.402053,,,Netherlands,Rijkswaterstaat WaterWebservices
ommen.vecht,"Ommen, Vecht",voorheen  Hesselmulertbrug,52.517096,6.421919,,,Netherlands,Rijkswaterstaat WaterWebservices
ool,Ool,km 76.5,51.190237,5.951867,,,Netherlands,Rijkswaterstaat WaterWebservices
oolerplas,Oolerplas,Oolerplas,51.187211,5.945608,,,Netherlands,Rijkswaterstaat WaterWebservices
ooltgensplaat.hellegat.badstrand,"Ooltgensplaat, Hellegat, badstrand","Ooltgensplaat, Hellegat, badstrand",51.684634,4.425265,,,Netherlands,Rijkswaterstaat WaterWebservices
oort,Oort,zuidrand Brakzand,53.424277,6.242051,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterdijk,Oosterdijk,Oosterdijk,52.750662,5.267284,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhoofd,Oosterhoofd,Oosterhoofd,53.316607,7.014638,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout,Oosterhout,Oosterhout,51.630371,4.871365,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.markduiker,"Oosterhout, Markduiker","Oosterhout, Markduiker",51.645856,4.834048,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.marksluis.beneden,"Oosterhout, Marksluis, beneden","Oosterhout, Marksluis, beneden",51.647889,4.830861,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.marksluis.boven,"Oosterhout, Marksluis, boven","Oosterhout, Marksluis, boven",51.648139,4.833494,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.marksluis.inlaat,"Oosterhout, Marksluis, inlaat",NettobalansIN,51.648139,4.833494,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.marksluis.uitlaat,"Oosterhout, Marksluis, uitlaat",Schutten,51.648142,4.833494,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.boven,"Oosterhout, sluis 1, boven","Oosterhout, sluis 1, boven",51.643,5.83975,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.gemaal,"Oosterhout, Sluis 1, gemaal",Malen,51.643014,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.inlaat,"Oosterhout, Sluis 1, inlaat",NettobalansIN,51.643008,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.kolk,"Oosterhout, Sluis 1, kolk",Schutten,51.643017,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.pomp1,"Oosterhout, Sluis 1, pomp 1","Oosterhout, Sluis 1, pomp 1",51.643011,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.pomp2,"Oosterhout, Sluis 1, pomp 2","Oosterhout, Sluis 1, pomp 2",51.642997,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.spui,"Oosterhout, Sluis 1, spui",Spuien,51.643,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.spuikanaal,"Oosterhout, sluis 1, spuikanaal","Oosterhout, sluis 1, spuikanaal",51.644,4.8393,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.spuikanaal.kleplinks,"Oosterhout, Sluis 1, spuikanaal, klep links","Oosterhout, Sluis 1, spuikanaal, klep links",51.643006,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.spuikanaal.kleprechts,"Oosterhout, Sluis 1, spuikanaal, klep rechts","Oosterhout, Sluis 1, spuikanaal, klep rechts",51.643003,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterhout.sluis1.uitlaat,"Oosterhout, Sluis 1, uitlaat",NettobalansUIT,51.643008,4.839742,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterleek,Oosterleek,Oosterleek,52.606788,5.202825,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterom,Oosterom,Oosterom,53.367339,5.339001,,,Netherlands,Rijkswaterstaat WaterWebservices
oosterom.oost,"Oosterom, oost","Oosterom, oost",53.378239,5.451069,,,Netherlands,Rijkswaterstaat WaterWebservices
